STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,STATISTICAL_OPERATION,Statistical operation,INCOME_GROUP,Income group,HEALTH_PROF,Health profession,TIME_PERIOD,Time period,OBS_VALUE,Observation value,HSPA,Health system performance assessment,METHODOLOGY,Calculation methodology,TIME_RANGE,Time range,SURVEY_VERSION,Survey version,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2022,,1.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2023,,1.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2012,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2013,,5.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2014,,5.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2015,,4.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2016,,5.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2017,,4.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2018,,4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2019,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2020,,4.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2021,,4.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2022,,3.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2023,,2.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LTU,Lithuania,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2024,,0,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2011,,6.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2012,,7.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2013,,6.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2014,,7.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2015,,7.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2016,,9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2017,,8.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NLD,Netherlands,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2018,,8.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2000,,3.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2001,,3.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2002,,3.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2003,,3.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2004,,4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2005,,3.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2006,,4.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2007,,2.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2008,,3.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2009,,2.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2010,,2.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2011,,3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2012,,3.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NZL,New Zealand,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2013,,1.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2018,,7.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2019,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2020,,3.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2021,,3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2022,,2.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2023,,3.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,NOR,Norway,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2024,,2.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2016,,2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2017,,1.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2018,,2.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2019,,3.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2020,,2.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2022,,3.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVK,Slovak Republic,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2023,,3.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVN,Slovenia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2012,,6.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,SVN,Slovenia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,BOUNDLCI,Confidence interval lower bound,_Z,Not applicable,_Z,Not applicable,2013,,3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
